type,dust,wr,games,duration,card_0,card_1,card_2,card_3,card_4,card_5,card_6,card_7,card_8,card_9,card_10,card_11,card_12,card_13,card_14,card_15,card_16,card_17,card_18,card_19,card_20,card_21,card_22,card_23,card_24,card_25,card_26,card_27,card_28,card_29,wins,hero
Galakrond Warrior,6940,0.534,1400,7.6,Inner Rage,Eternium Rover,Town Crier,Battle Rage,Cruel Taskmaster,Dragon Breeder,Ritual Chopper,Temple Berserker,Awaken!,Bloodsworn Mercenary,Livewire Lance,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,747.6,Warrior
Galakrond Warrior,10140,0.534,1000,7.5,Inner Rage,Eternium Rover,Town Crier,Battle Rage,Cruel Taskmaster,Dragon Breeder,Rampage,Ritual Chopper,Temple Berserker,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Livewire Lance,SN1P-SN4P,Devoted Maniac,Scion of Ruin,Leeroy Jenkins,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,534.0,Warrior
Galakrond Warrior,6580,0.534,3800,7.6,Inner Rage,Eternium Rover,Town Crier,Battle Rage,Cruel Taskmaster,Dragon Breeder,Ritual Chopper,Temple Berserker,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,2029.2,Warrior
Galakrond Rogue,13760,0.534,1500,7.7,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Skyvateer,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,801.0,Rogue
Galakrond Rogue,18620,0.534,3900,8.7,Backstab,Shadowstep,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Bad Luck Albatross,Edwin VanCleef,EVIL Miscreant,Hench-Clan Thug,Seal Fate,SN1P-SN4P,Devoted Maniac,Escaped Manasaber,Spirit of the Shark,Vendetta,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,2082.6,Rogue
Galakrond Warrior,6400,0.5329999999999999,1000,7.5,Inner Rage,Risky Skipper,Town Crier,Armorsmith,Ritual Chopper,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Bomb Wrangler,Devoted Maniac,Frenzied Felwing,Kor'kron Elite,Scion of Ruin,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,,532.9999999999999,Warrior
Highlander Mage,17640,0.5329999999999999,1000,9.7,Arcane Breath,Shooting Star,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Flame Ward,Frost Nova,Scalerider,Stargazer Luna,Arcane Keysmith,Azure Explorer,Bone Wraith,Conjurer's Calling,Twilight Drake,Big Ol' Whelp,"Malygos, Aspect of Magic",Rolling Fireball,Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,532.9999999999999,Mage
Mech Paladin,7940,0.5329999999999999,1100,7.0,Crystology,Glow-Tron,Hot Air Balloon,Mecharoo,Skaterbot,Galvanizer,Micro Mummy,Sky Claw,SN1P-SN4P,Annoy-o-Module,Replicating Menace,Truesilver Champion,Faceless Corruptor,Glowstone Technician,Mechano-Egg,Wargear,Zilliax,Kangor's Endless Army,,,,,,,,,,,,,586.3,Paladin
Galakrond Rogue,18620,0.5329999999999999,4900,8.7,Backstab,Shadowstep,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Skyvateer,Underbelly Fence,Zephrys the Great,Bad Luck Albatross,Blink Fox,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,SN1P-SN4P,Devoted Maniac,Escaped Manasaber,Vendetta,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,2611.7,Rogue
Galakrond Rogue,12160,0.5329999999999999,3800,8.4,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Skyvateer,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,2025.3999999999996,Rogue
Galakrond Rogue,15440,0.532,1300,7.9,Backstab,Shadowstep,Bazaar Burglary,Praise Galakrond!,Eviscerate,Licensed Adventurer,Questing Explorer,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,691.6,Rogue
Highlander Mage,16720,0.532,2600,10.3,Arcane Breath,Ray of Frost,Ancient Mysteries,Doomsayer,Zephrys the Great,Arcane Intellect,Flame Ward,Frost Nova,Ice Barrier,Scalerider,Stargazer Luna,Azure Explorer,Polymorph,Big Ol' Whelp,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Evasive Wyrm,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,The Amazing Reno,1383.2,Mage
Mech Paladin,7160,0.532,1300,6.1,Blessing of Wisdom,Crystology,Glow-Tron,Righteous Cause,Air Raid,Galvanizer,Micro Mummy,Goboglide Tech,Sky Claw,SN1P-SN4P,Annoy-o-Module,Explodinator,Replicating Menace,Truesilver Champion,Leeroy Jenkins,Wargear,Zilliax,,,,,,,,,,,,,,691.6,Paladin
Galakrond Warrior,13740,0.532,2000,9.9,Eternium Rover,Spirit of the Rhino,Town Crier,Dragon Breeder,Ritual Chopper,Awaken!,EVIL Quartermaster,Livewire Lance,Devoted Maniac,Scion of Ruin,Spellbreaker,War Master Voone,Barista Lynchen,Brawl,Shield of Galakrond,Zilliax,Kronx Dragonhoof,"Galakrond, the Unbreakable","Deathwing, Mad Aspect",,,,,,,,,,,,1064.0,Warrior
Quest Druid,11320,0.531,1000,9.0,Innervate,Untapped Potential,Worthy Expedition,Rising Winds,Steel Beetle,Wrath,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Swipe,Anubisath Defender,Oasis Surger,Starfall,Hidden Oasis,Nourish,Cenarius,"Ysera, Unleashed",King Phaoris,,,,,,,,,,,,,531.0,Druid
Highlander Hunter,15800,0.531,1500,6.5,Blazing Battlemage,Crystallizer,Dwarven Sharpshooter,Springpaw,Tracking,Acidic Swamp Ooze,Corrosive Breath,Faerie Dragon,Zephrys the Great,Animal Companion,Desert Spear,Diving Gryphon,Kill Command,Primordial Explorer,SN1P-SN4P,Stormhammer,Unleash the Hounds,Ursatron,Dragonbane,Escaped Manasaber,Evasive Feywing,Frenzied Felwing,Faceless Corruptor,Leeroy Jenkins,Rotnest Drake,Zilliax,Veranus,Dinotamer Brann,Siamat,Dragonqueen Alexstrasza,796.5,Hunter
Galakrond Warrior,8040,0.531,1200,8.1,Inner Rage,Risky Skipper,Sky Raider,Town Crier,Armorsmith,Battle Rage,Ritual Chopper,Ancharrr,Awaken!,Bloodsworn Mercenary,Bomb Wrangler,Devoted Maniac,Frenzied Felwing,Scion of Ruin,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,637.2,Warrior
Highlander Mage,20840,0.531,1300,8.6,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Bad Luck Albatross,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Conjurer's Calling,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,690.3000000000001,Mage
Galakrond Rogue,13660,0.531,4000,8.4,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,2124.0,Rogue
Galakrond Rogue,10820,0.53,1000,8.9,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,Devoted Maniac,Lifedrinker,Spirit of the Shark,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,530.0,Rogue
Quest Druid,8920,0.53,10000,9.0,Innervate,Untapped Potential,Crystal Merchant,Power of the Wild,Rising Winds,Wrath,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Sky Gen'ral Kragg,Swipe,Anubisath Defender,Boompistol Bully,Oasis Surger,Starfall,Hidden Oasis,Nourish,"Ysera, Unleashed",,,,,,,,,,,,,5300.0,Druid
Galakrond Warrior,6340,0.53,5900,7.2,Inner Rage,Risky Skipper,Town Crier,Armorsmith,Battle Rage,Ritual Chopper,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Bomb Wrangler,Devoted Maniac,Frenzied Felwing,Kor'kron Elite,Scion of Ruin,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,3127.0,Warrior
Galakrond Rogue,11100,0.529,1500,9.5,Backstab,Bloodsail Flybooter,Praise Galakrond!,Sap,Edwin VanCleef,EVIL Miscreant,Magic Carpet,Seal Fate,Devoted Maniac,Lifedrinker,Spirit of the Shark,Twilight Drake,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,"Galakrond, the Nightmare",Sea Giant,Mountain Giant,,,,,,,,,,,,793.5,Rogue
Highlander Mage,20680,0.529,32000,9.0,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Escaped Manasaber,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,The Amazing Reno,Mountain Giant,16928.0,Mage
Galakrond Warrior,6280,0.529,19000,7.2,Inner Rage,Risky Skipper,Town Crier,Battle Rage,Ritual Chopper,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Bomb Wrangler,Devoted Maniac,Frenzied Felwing,Kor'kron Elite,Scion of Ruin,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,,10051.0,Warrior
Highlander Mage,20000,0.529,1100,9.0,Arcane Breath,Ray of Frost,Acidic Swamp Ooze,Book of Specters,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,Scalerider,SN1P-SN4P,Stargazer Luna,Azure Explorer,Bone Wraith,Conjurer's Calling,Troll Batrider,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,581.9,Mage
Galakrond Rogue,10980,0.529,1200,8.5,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,Lifedrinker,Spirit of the Shark,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,634.8000000000001,Rogue
Highlander Mage,17920,0.529,4400,9.7,Arcane Breath,Ray of Frost,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Flame Ward,Frost Nova,SN1P-SN4P,Arcane Keysmith,Azure Explorer,Polymorph,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,Pyroblast,The Amazing Reno,Mountain Giant,2327.6,Mage
Highlander Mage,20680,0.529,5100,9.4,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Bone Wraith,Conjurer's Calling,Polymorph,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,The Amazing Reno,Mountain Giant,2697.9,Mage
Highlander Mage,20780,0.528,5600,8.9,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Polymorph,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,2956.8,Mage
Highlander Mage,15740,0.527,6600,10.0,Arcane Breath,Learn Draconic,Ray of Frost,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Flame Ward,Messenger Raven,Arcane Keysmith,Azure Explorer,Conjurer's Calling,Polymorph,Big Ol' Whelp,Cobalt Spellkin,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,The Amazing Reno,3478.2000000000003,Mage
Highlander Mage,20740,0.527,1300,8.6,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Conjurer's Calling,Escaped Manasaber,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,The Amazing Reno,Mountain Giant,685.1,Mage
Galakrond Warrior,8080,0.527,1200,7.2,Inner Rage,Eternium Rover,Town Crier,Battle Rage,Cruel Taskmaster,Ritual Chopper,Temple Berserker,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Leeroy Jenkins,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,632.4,Warrior
Highlander Mage,18400,0.527,1100,9.7,Arcane Breath,Ancient Mysteries,Faerie Dragon,Firetree Witchdoctor,Frostbolt,Zephrys the Great,Arcane Intellect,Counterspell,Flame Ward,Ice Barrier,SN1P-SN4P,Arcane Keysmith,Conjurer's Calling,Fireball,Polymorph,Twilight Drake,Dragonmaw Scorcher,"Malygos, Aspect of Magic",Rolling Fireball,Zilliax,Dragoncaster,Reno the Relicologist,Flamestrike,Siamat,Jepetto Joybuzz,Power of Creation,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,579.7,Mage
Galakrond Warrior,9640,0.526,5800,7.1,Inner Rage,Eternium Rover,Town Crier,Battle Rage,Cruel Taskmaster,Ritual Chopper,Temple Berserker,Awaken!,Bloodsworn Mercenary,SN1P-SN4P,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Leeroy Jenkins,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,3050.8,Warrior
Galakrond Warrior,10480,0.525,1100,8.5,Eternium Rover,Shield Slam,Town Crier,Ritual Chopper,Warpath,Awaken!,Clockwork Goblin,EVIL Quartermaster,Shield Block,Devoted Maniac,Scion of Ruin,Wrenchcalibur,Shield of Galakrond,Kronx Dragonhoof,Blastmaster Boom,"Galakrond, the Unbreakable","Deathwing, Mad Aspect",,,,,,,,,,,,,,577.5,Warrior
Galakrond Rogue,18620,0.525,1200,8.2,Backstab,Shadowstep,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Skyvateer,Underbelly Fence,Zephrys the Great,Bad Luck Albatross,Edwin VanCleef,EVIL Miscreant,Hench-Clan Thug,Seal Fate,SI:7 Agent,SN1P-SN4P,Devoted Maniac,Vendetta,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,630.0,Rogue
Highlander Mage,18760,0.525,5200,9.3,Arcane Breath,Learn Draconic,Ray of Frost,Doomsayer,Firetree Witchdoctor,Frostbolt,Zephrys the Great,Arcane Intellect,Frost Nova,Scalerider,SN1P-SN4P,Frizz Kindleroost,Polymorph,Twilight Drake,Big Ol' Whelp,Cobalt Spellkin,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Crowd Roaster,Flamestrike,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,2730.0,Mage
Highlander Mage,20480,0.524,1000,8.9,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Bad Luck Albatross,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,524.0,Mage
Quest Druid,13680,0.524,1000,9.0,Innervate,Pounce,Untapped Potential,Crystal Merchant,Rising Winds,Wrath,Zephrys the Great,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Swipe,Anubisath Defender,Elise the Enlightened,Oasis Surger,Starfall,Hidden Oasis,Nourish,Cenarius,Dragonqueen Alexstrasza,,,,,,,,,,,,524.0,Druid
Embiggen Druid,6820,0.523,1200,6.7,Embiggen,Strength in Numbers,Breath of Dreams,Bad Luck Albatross,Savage Roar,SN1P-SN4P,Witching Hour,Dragonmaw Poacher,Evasive Feywing,Spellbreaker,Swipe,Big Ol' Whelp,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,Winged Guardian,,,,,,,,,,,,,627.6,Druid
Galakrond Rogue,10960,0.523,1600,9.6,Backstab,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Underbelly Fence,Blink Fox,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Hench-Clan Burglar,Vendetta,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,836.8000000000001,Rogue
Quest Resurrect Priest,12660,0.523,1100,8.9,Forbidden Words,Activate the Obelisk,Spirit of the Dead,Penance,Breath of the Infinite,Shadow Word: Death,Archmage Vargoth,Mass Dispel,Psychopomp,Convincing Infiltrator,Holy Nova,Mass Hysteria,Sandhoof Waterbearer,Zilliax,Khartut Defender,"Bwonsamdi, the Dead",Batterhead,Catrina Muerte,Mass Resurrection,Plague of Death,Zerek's Cloning Gallery,,,,,,,,,,575.3000000000001,Priest
Highlander Mage,20680,0.523,1200,9.2,Arcane Breath,Ray of Frost,Acidic Swamp Ooze,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Polymorph,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,627.6,Mage
Galakrond Rogue,13660,0.522,2300,8.5,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Escaped Manasaber,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,1200.6000000000001,Rogue
Quest Druid,9320,0.521,1400,9.6,Innervate,Untapped Potential,Breath of Dreams,Crystal Merchant,Wrath,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Swipe,Twilight Drake,Anubisath Defender,Oasis Surger,Starfall,Emerald Explorer,Hidden Oasis,Nourish,"Ysera, Unleashed",,,,,,,,,,,,,,729.4,Druid
Quest Druid,10520,0.521,3700,9.7,Innervate,Untapped Potential,Worthy Expedition,Crystal Merchant,Rising Winds,Steel Beetle,Wrath,Zephrys the Great,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Swipe,Anubisath Defender,Oasis Surger,Starfall,Hidden Oasis,Nourish,"Ysera, Unleashed",,,,,,,,,,,,,1927.7,Druid
Quest Druid,11800,0.521,1100,9.1,Innervate,Floop's Glorious Gloop,Untapped Potential,Worthy Expedition,Crystal Merchant,Power of the Wild,Rising Winds,Steel Beetle,Wrath,BEEEES!!!,Wardruid Loti,Flobbidinous Floop,Anubisath Defender,Oasis Surger,Starfall,Hidden Oasis,Nourish,Cenarius,"Ysera, Unleashed",,,,,,,,,,,,573.1,Druid
Galakrond Warrior,8260,0.521,1700,7.9,Inner Rage,Eternium Rover,Spirit of the Rhino,Town Crier,Acidic Swamp Ooze,Ritual Chopper,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,EVIL Quartermaster,Frothing Berserker,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Spellbreaker,Leeroy Jenkins,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,885.7,Warrior
Highlander Mage,20420,0.521,1400,8.7,Arcane Breath,Ray of Frost,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Polymorph,Spellbreaker,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,729.4,Mage
Quest Druid,10680,0.52,1600,9.1,Innervate,Untapped Potential,Worthy Expedition,Crystal Merchant,Wrath,Ferocious Howl,Wardruid Loti,Witching Hour,Archmage Vargoth,Flobbidinous Floop,Swipe,Anubisath Defender,Oasis Surger,Starfall,Hidden Oasis,Nourish,Winged Guardian,"Ysera, Unleashed",,,,,,,,,,,,,832.0,Druid
Galakrond Rogue,13860,0.52,1200,8.7,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Dragonmaw Poacher,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,624.0,Rogue
Galakrond Rogue,12060,0.519,8100,8.5,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,4203.900000000001,Rogue
Embiggen Druid,6680,0.519,7400,6.8,Embiggen,Strength in Numbers,Breath of Dreams,Faerie Dragon,Injured Tol'vir,Bad Luck Albatross,Scalerider,SN1P-SN4P,Evasive Feywing,Frizz Kindleroost,Big Ol' Whelp,Boompistol Bully,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,Winged Guardian,,,,,,,,,,,,,,3840.6,Druid
Galakrond Rogue,10760,0.518,3400,9.1,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Lifedrinker,Spirit of the Shark,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,,,,,,,,,,,,,1761.2,Rogue
Galakrond Rogue,19180,0.518,1800,8.1,Backstab,Shadowstep,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Bad Luck Albatross,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,SN1P-SN4P,Devoted Maniac,Dragonmaw Poacher,Spirit of the Shark,Vendetta,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,Mountain Giant,932.4,Rogue
